Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
XOM,NYSE:XOM,DAILY,180d,138.47,138.07,0.29,21849.0,16-10-2025,107.98,249,1
SGOV,NYSE:SGOV,DAILY,180d,100.6,99.4,1.21,20304.1,02-10-2025,97.96,263,0
DIS,NYSE:DIS,DAILY,180d,102.45,100.83,1.6,17816.6,27-03-2026,92.19,87,8
SPOT,NYSE:SPOT,DAILY,730d,459.34,452.09,1.6,10467.0,20-10-2023,145.76,976,17
PFE,NYSE:PFE,DAILY,180d,25.08,25.04,0.16,10252.5,30-10-2025,22.96,235,0
ABT,NYSE:ABT,DAILY,180d,87.83,86.68,1.33,10063.2,11-05-2026,81.97,42,0
BA,NYSE:BA,DAILY,180d,220.83,217.49,1.53,9487.5,21-11-2025,176.77,213,20
BMY,NYSE:BMY,DAILY,180d,54.7,53.95,1.38,8730.1,29-10-2025,41.59,236,0
COP,NYSE:COP,DAILY,180d,109.7,107.85,1.72,7534.0,06-11-2025,83.51,228,1
SYK,NYSE:SYK,DAILY,180d,304.69,301.51,1.05,7298.8,11-05-2026,281.0,42,3
TMO,NYSE:TMO,DAILY,180d,464.01,461.54,0.53,7074.3,18-05-2026,434.83,35,1
LOW,NYSE:LOW,DAILY,180d,214.4,212.54,0.88,6793.0,20-05-2026,208.0,33,4
DHR,NYSE:DHR,DAILY,180d,178.19,174.81,1.94,6578.6,15-05-2026,160.93,38,0
HCA,NYSE:HCA,DAILY,180d,376.99,373.12,1.04,6154.4,21-05-2026,385.24,32,8
GD,NYSE:GD,DAILY,180d,343.36,341.32,0.6,5421.7,28-04-2026,306.77,55,2
AMT,NYSE:AMT,DAILY,180d,176.43,175.51,0.52,5349.0,25-03-2026,161.9,89,2
DUK,NYSE:DUK,DAILY,180d,123.52,122.54,0.8,4696.0,10-12-2025,111.97,194,4
AJG,NYSE:AJG,DAILY,180d,209.08,205.02,1.98,4450.9,13-05-2026,190.12,40,0
RSG,NYSE:RSG,DAILY,730d,204.36,203.86,0.24,4260.3,03-10-2023,136.37,993,6
RKT,NYSE:RKT,DAILY,180d,13.34,13.18,1.21,4027.3,19-05-2026,12.38,34,4
BP,NYSE:BP,DAILY,180d,39.78,39.62,0.4,4024.7,16-10-2025,31.5,249,11
FICO,NYSE:FICO,DAILY,180d,1090.85,1087.04,0.35,3850.7,22-04-2026,870.01,61,0
SMR,NYSE:SMR,DAILY,180d,11.24,11.15,0.79,3775.4,13-04-2026,8.85,70,9
GIS,NYSE:GIS,DAILY,180d,33.34,33.06,0.85,3770.9,21-05-2026,32.64,32,3
FERG,NYSE:FERG,DAILY,180d,237.28,235.57,0.73,2954.8,19-03-2026,213.69,95,28
CMS,NYSE:CMS,DAILY,180d,73.8,73.14,0.9,2659.4,05-01-2026,67.61,168,11
TOST,NYSE:TOST,DAILY,180d,24.26,23.87,1.64,2651.7,13-05-2026,22.26,40,0
MP,NYSE:MP,DAILY,180d,60.29,59.13,1.96,2521.5,30-03-2026,44.43,84,8
SHV,NYSE:SHV,DAILY,180d,110.25,108.93,1.21,2473.3,02-10-2025,107.48,263,0
AVB,NYSE:AVB,DAILY,180d,179.89,177.92,1.11,2453.9,27-03-2026,158.58,87,1
BG,NYSE:BG,DAILY,180d,111.42,109.27,1.97,2308.0,14-10-2025,77.62,251,9
WCN,NYSE:WCN,DAILY,180d,153.43,152.73,0.46,2292.2,13-05-2026,148.84,40,6
THC,NYSE:THC,DAILY,180d,178.75,175.6,1.79,2281.9,30-04-2026,168.11,53,16
FDS,NYSE:FDS,DAILY,180d,218.62,214.86,1.75,2056.1,17-02-2026,183.16,125,4
GTLS,NYSE:GTLS,DAILY,180d,208.98,206.53,1.18,1944.6,04-11-2025,198.91,230,2
J,NYSE:J,DAILY,180d,118.7,116.69,1.72,1938.6,13-05-2026,105.35,40,0
MOS,NYSE:MOS,DAILY,180d,22.0,21.83,0.79,1931.4,19-05-2026,20.68,34,5
FE,NYSE:FE,DAILY,180d,46.76,46.69,0.16,1930.5,16-12-2025,43.02,188,30
BN,NYSE:BN,DAILY,180d,44.13,43.44,1.58,1851.1,20-03-2026,37.87,94,0
DGX,NYSE:DGX,DAILY,180d,193.58,192.06,0.79,1751.5,05-01-2026,169.66,168,12
HII,NYSE:HII,DAILY,365d,278.19,277.18,0.37,1687.5,06-02-2025,154.1,501,2
WPC,NYSE:WPC,DAILY,180d,71.43,70.28,1.64,1650.7,22-12-2025,62.09,182,8
ALLE,NYSE:ALLE,DAILY,180d,130.93,129.03,1.47,1619.3,20-05-2026,124.49,33,1
SOLV,NYSE:SOLV,DAILY,180d,73.56,72.55,1.4,1477.7,07-04-2026,62.38,76,1
TMHC,NYSE:TMHC,DAILY,180d,71.6,70.48,1.59,1437.7,19-05-2026,54.15,34,0
NYT,NYSE:NYT,DAILY,180d,72.08,71.48,0.83,1338.7,14-10-2025,53.81,251,0
MGY,NYSE:MGY,DAILY,180d,27.13,27.11,0.09,1235.9,07-01-2026,20.82,166,4
EHC,NYSE:EHC,DAILY,730d,98.68,97.29,1.43,1113.6,27-10-2023,56.53,969,7
GGG,NYSE:GGG,DAILY,180d,75.51,74.52,1.33,1101.6,21-05-2026,74.24,32,6
DEO,NYSE:DEO,DAILY,180d,79.59,78.57,1.29,1055.7,24-03-2026,71.73,90,0
GIL,NYSE:GIL,DAILY,550d,52.09,52.01,0.15,1045.6,02-05-2024,31.06,781,18
ALC,NYSE:ALC,DAILY,180d,65.18,65.07,0.17,1037.7,11-05-2026,61.83,42,2
AVY,NYSE:AVY,DAILY,180d,157.48,156.04,0.93,1003.8,20-05-2026,151.71,33,3
SF,NYSE:SF,DAILY,180d,73.81,73.17,0.88,989.9,19-03-2026,68.97,95,20
SITE,NYSE:SITE,DAILY,180d,106.66,106.37,0.27,881.7,20-05-2026,109.1,33,8
AN,NYSE:AN,DAILY,180d,188.3,187.51,0.42,712.2,20-05-2026,176.62,33,1
GFL,NYSE:GFL,DAILY,180d,35.0,35.0,0.01,589.9,13-05-2026,35.53,40,9
FNF,NYSE:FNF,DAILY,180d,46.94,46.67,0.57,571.6,20-03-2026,42.32,94,4
MRP,NYSE:MRP,DAILY,180d,28.49,28.13,1.27,562.7,30-03-2026,26.28,84,14
HMY,NYSE:HMY,DAILY,180d,16.14,15.89,1.57,531.0,19-03-2026,12.78,95,5
RITM,NYSE:RITM,DAILY,180d,9.14,9.05,0.96,471.6,20-03-2026,8.21,94,1
FSK,NYSE:FSK,DAILY,180d,10.13,10.08,0.45,426.7,16-03-2026,9.2,98,0
FLO,NYSE:FLO,DAILY,180d,7.35,7.32,0.46,416.1,21-05-2026,6.69,32,2
JBND,NYSE:JBND,DAILY,365d,53.31,52.48,1.59,405.9,14-01-2025,48.51,524,2
AX,NYSE:AX,DAILY,180d,88.52,87.95,0.65,331.9,17-11-2025,74.89,217,26
MAIN,NYSE:MAIN,DAILY,730d,50.35,49.82,1.05,291.1,30-10-2023,30.51,966,1
MAIN,NYSE:MAIN,DAILY,180d,50.35,50.14,0.43,291.1,18-05-2026,49.31,35,1
INSP,NYSE:INSP,DAILY,180d,41.35,40.86,1.2,289.5,15-05-2026,39.61,38,3
SBH,NYSE:SBH,DAILY,365d,13.01,12.76,1.94,279.5,09-04-2025,7.54,439,10
APAM,NYSE:APAM,DAILY,180d,35.98,35.9,0.22,249.5,27-03-2026,34.27,87,5
HTGC,NYSE:HTGC,DAILY,180d,15.23,15.03,1.31,229.0,27-03-2026,13.29,87,0
WGO,NYSE:WGO,DAILY,180d,28.32,28.15,0.62,228.7,20-05-2026,27.3,33,3
LSPD,NYSE:LSPD,DAILY,180d,9.09,9.08,0.12,216.1,21-05-2026,7.83,32,0
FCPT,NYSE:FCPT,DAILY,180d,24.4,24.02,1.56,169.3,08-12-2025,22.1,196,7
PMMF,NYSE:PMMF,DAILY,365d,100.3,98.34,2.0,155.5,06-02-2025,94.97,501,1
PMMF,NYSE:PMMF,DAILY,180d,100.3,99.2,1.11,155.5,02-10-2025,97.66,263,0
CAE,NYSE:CAE,DAILY,180d,24.93,24.91,0.1,154.1,24-04-2026,24.93,59,3
SLVM,NYSE:SLVM,DAILY,180d,38.77,38.6,0.45,144.4,20-05-2026,35.53,33,0
HLX,NYSE:HLX,DAILY,180d,8.85,8.74,1.22,134.2,18-12-2025,6.11,186,1
KEP,NYSE:KEP,DAILY,180d,12.66,12.58,0.66,128.7,20-05-2026,12.34,33,5
NPK,NYSE:NPK,DAILY,180d,128.09,126.41,1.33,126.7,01-12-2025,90.62,203,0
NMAX,NYSE:NMAX,DAILY,180d,7.05,7.01,0.57,123.3,31-03-2026,5.11,83,14
ONT,NYSE:ONT,DAILY,180d,16.31,16.03,1.75,118.7,20-05-2026,14.13,33,0
ODV,NYSE:ODV,DAILY,180d,2.55,2.51,1.64,111.6,21-05-2026,2.44,32,4
PDO,NYSE:PDO,DAILY,180d,12.86,12.81,0.37,100.7,30-03-2026,12.01,84,10
