Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
SGOV,NYSE:SGOV,DAILY,180d,100.64,99.42,1.23,14703.2,04-11-2025,98.02,262,0
NKE,NYSE:NKE,DAILY,180d,41.7,41.53,0.4,10912.0,25-06-2026,40.44,29,1
HCA,NYSE:HCA,DAILY,180d,382.19,379.34,0.75,10332.5,08-06-2026,356.18,46,5
DHI,NYSE:DHI,DAILY,180d,146.76,145.59,0.8,3166.9,20-03-2026,131.35,126,6
LVS,NYSE:LVS,DAILY,180d,46.08,45.34,1.64,2760.9,25-06-2026,46.08,29,3
ALLY,NYSE:ALLY,DAILY,180d,42.92,42.21,1.69,2542.2,12-03-2026,35.68,134,1
OTIS,NYSE:OTIS,DAILY,180d,71.93,71.29,0.9,2536.8,01-06-2026,69.16,53,2
ONON,NYSE:ONON,DAILY,180d,35.82,35.26,1.58,2524.4,27-03-2026,31.41,119,1
FLUT,NYSE:FLUT,DAILY,180d,101.25,100.58,0.67,2355.1,15-05-2026,91.52,70,4
RBLX,NYSE:RBLX,DAILY,180d,47.55,46.74,1.73,2243.7,13-05-2026,40.15,72,6
SHV,NYSE:SHV,DAILY,180d,110.29,108.93,1.25,2047.4,04-11-2025,107.53,262,0
RMD,NYSE:RMD,DAILY,180d,195.27,195.0,0.14,1962.9,02-06-2026,180.27,52,3
TMHC,NYSE:TMHC,DAILY,180d,72.13,70.88,1.77,1842.1,19-05-2026,54.15,59,0
TYL,NYSE:TYL,DAILY,180d,297.15,293.97,1.08,1695.8,22-06-2026,270.71,32,2
ACHR,NYSE:ACHR,DAILY,180d,4.77,4.75,0.38,1677.3,25-06-2026,4.74,29,2
U,NYSE:U,DAILY,365d,28.62,28.51,0.38,1338.2,07-04-2025,15.33,473,81
KRMN,NYSE:KRMN,DAILY,180d,47.44,47.22,0.46,1325.8,25-06-2026,44.0,29,4
CACI,NYSE:CACI,DAILY,365d,486.77,478.53,1.72,1293.3,21-02-2025,318.6,518,9
AA,NYSE:AA,DAILY,365d,44.24,44.03,0.49,1158.6,09-04-2025,21.26,471,2
