Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
RGR,NYSE:RGR,52,PURE FIRST BREAK,0,13-10-2025,05-01-2026,23,38.03,37.98,0.14,10%,"17,426,258"
KVUE,NYSE:KVUE,52,PURE FIRST BREAK,0,21-07-2025,02-02-2026,19,18.01,17.67,1.95,10%,"1,074,314,596"
MTUS,NYSE:MTUS,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,10,19.56,18.46,5.93,10%,"23,547,208"
SAH,NYSE:SAH,52,PURE FIRST BREAK,0,07-07-2025,13-04-2026,9,78.13,72.41,7.9,10%,"55,132,901"
HRI,NYSE:HRI,52,PURE FIRST BREAK,0,09-02-2026,27-04-2026,7,145.09,136.35,6.41,10%,"347,446,434"
PII,NYSE:PII,52,PURE FIRST BREAK,0,05-01-2026,27-04-2026,7,68.63,63.85,7.48,10%,"199,412,555"
TWO,NYSE:TWO,52,PURE FIRST BREAK,0,12-01-2026,27-04-2026,7,12.29,11.69,5.17,10%,"54,490,750"
CMC,NYSE:CMC,52,PURE FIRST BREAK,0,09-02-2026,04-05-2026,6,73.22,72.31,1.26,10%,"323,050,746"
AES,NYSE:AES,52,PURE FIRST BREAK,0,23-02-2026,11-05-2026,5,14.61,14.52,0.65,10%,"366,295,015"
CPA,NYSE:CPA,52,PURE FIRST BREAK,0,09-02-2026,11-05-2026,5,143.23,131.92,8.57,10%,"207,826,724"
IONQ,NYSE:IONQ,52,PURE FIRST BREAK,0,13-10-2025,11-05-2026,5,54.69,53.77,1.71,10%,"4,703,113,684"
BZH,NYSE:BZH,52,PURE FIRST BREAK,0,16-02-2026,18-05-2026,4,26.86,24.43,9.95,10%,"46,457,272"
NEU,NYSE:NEU,52,PURE FIRST BREAK,0,06-10-2025,18-05-2026,4,763.57,712.71,7.14,10%,"308,941,952"
AXTA,NYSE:AXTA,52,PURE FIRST BREAK,0,16-02-2026,25-05-2026,3,34.0,31.17,9.09,10%,"373,020,698"
BBY,NYSE:BBY,52,PURE FIRST BREAK,0,27-10-2025,25-05-2026,3,73.1,70.38,3.86,10%,"1,043,929,528"
HEI-A,NYSE:HEI-A,52,PURE FIRST BREAK,0,12-01-2026,25-05-2026,3,248.14,243.81,1.78,10%,"264,459,671"
PFGC,NYSE:PFGC,52,PURE FIRST BREAK,0,15-09-2025,25-05-2026,3,103.41,97.23,6.36,10%,"511,336,926"
VNO,NYSE:VNO,52,PURE FIRST BREAK,0,15-09-2025,25-05-2026,3,36.46,33.45,8.99,10%,"240,368,122"
BANC,NYSE:BANC,52,PURE FIRST BREAK,0,19-01-2026,01-06-2026,2,19.83,19.22,3.19,10%,"213,504,572"
HAE,NYSE:HAE,52,PURE FIRST BREAK,0,08-12-2025,01-06-2026,2,72.73,69.37,4.84,10%,"342,835,926"
SLG,NYSE:SLG,52,PURE FIRST BREAK,0,15-09-2025,01-06-2026,2,48.9,46.74,4.61,10%,"168,958,112"
MQY,NYSE:MQY,104,PURE FIRST BREAK,0,30-09-2024,08-09-2025,40,11.36,11.14,1.97,10%,"19,197,048"
PAM,NYSE:PAM,104,PURE FIRST BREAK,0,06-01-2025,27-10-2025,33,86.0,81.23,5.87,10%,"67,096,426"
CHD,NYSE:CHD,104,PURE FIRST BREAK,0,10-03-2025,26-01-2026,20,97.41,95.52,1.98,10%,"766,969,937"
DOW,NYSE:DOW,104,PURE FIRST BREAK,0,23-09-2024,02-02-2026,19,32.5,31.4,3.52,10%,"1,456,591,500"
TROX,NYSE:TROX,104,PURE FIRST BREAK,0,17-06-2024,02-02-2026,19,7.57,6.91,9.62,10%,"74,501,920"
KNTK,NYSE:KNTK,104,PURE FIRST BREAK,0,20-01-2025,16-02-2026,17,45.73,43.65,4.77,10%,"178,379,695"
SEM,NYSE:SEM,104,PURE FIRST BREAK,0,11-11-2024,30-03-2026,11,16.55,16.28,1.64,10%,"69,509,004"
CODI,NYSE:CODI,104,PURE FIRST BREAK,0,16-12-2024,06-04-2026,10,9.92,9.07,9.36,10%,"31,210,096"
TNC,NYSE:TNC,104,PURE FIRST BREAK,0,22-07-2024,20-04-2026,8,85.87,81.49,5.38,10%,"45,523,209"
XPER,NYSE:XPER,104,PURE FIRST BREAK,0,16-12-2024,04-05-2026,6,7.69,7.31,5.26,10%,"15,327,662"
ESS,NYSE:ESS,104,PURE FIRST BREAK,0,03-03-2025,11-05-2026,5,274.4,267.34,2.64,10%,"382,570,118"
SXC,NYSE:SXC,104,PURE FIRST BREAK,0,18-11-2024,18-05-2026,4,8.73,7.97,9.59,10%,"55,976,713"
CNS,NYSE:CNS,104,PURE FIRST BREAK,0,14-10-2024,01-06-2026,2,74.35,73.89,0.62,10%,"77,262,585"
TROX,NYSE:TROX,156,PURE FIRST BREAK,0,03-06-2024,02-02-2026,19,7.57,6.98,8.48,10%,"74,501,920"
OXY,NYSE:OXY,156,PURE FIRST BREAK,0,08-04-2024,16-02-2026,17,53.04,50.99,4.01,10%,"1,953,341,348"
LXU,NYSE:LXU,208,PURE FIRST BREAK,0,31-10-2022,23-02-2026,16,11.72,11.39,2.92,10%,"29,983,581"
MQY,NYSE:MQY,260,PURE FIRST BREAK,0,08-11-2021,11-12-2023,131,11.36,10.67,6.48,10%,"19,197,048"
MHD,NYSE:MHD,260,PURE FIRST BREAK,0,20-12-2021,18-12-2023,130,11.65,10.8,7.87,10%,"14,938,259"
KW,NYSE:KW,260,PURE FIRST BREAK,0,28-03-2022,04-05-2026,5,10.81,10.8,0.06,10%,"165,135,810"
