Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
GEV,NYSE:GEV,DAILY,180d,924.93,911.63,1.46,29931.7,12-01-2026,616.42,248,3
SGOV,NYSE:SGOV,DAILY,180d,100.56,99.34,1.23,19297.3,30-12-2025,98.01,261,0
UNH,NYSE:UNH,DAILY,180d,375.21,370.45,1.28,18136.5,27-03-2026,252.96,174,0
NU,NYSE:NU,DAILY,180d,13.84,13.68,1.13,12554.4,03-06-2026,11.2,106,0
TFC,NYSE:TFC,DAILY,180d,48.45,48.44,0.02,4926.3,19-03-2026,42.26,182,5
PWR,NYSE:PWR,DAILY,180d,616.54,610.39,1.01,4473.6,08-01-2026,408.22,252,2
FIX,NYSE:FIX,DAILY,180d,1573.96,1551.91,1.42,4344.1,31-12-2025,931.0,260,2
GD,NYSE:GD,DAILY,180d,355.95,355.7,0.07,4100.5,28-04-2026,305.43,142,2
PNC,NYSE:PNC,DAILY,180d,232.01,227.72,1.88,4037.0,19-03-2026,194.5,182,1
EQT,NYSE:EQT,DAILY,550d,50.35,50.23,0.25,3420.2,05-08-2024,29.13,773,9
CMG,NYSE:CMG,DAILY,180d,33.51,33.26,0.75,3216.7,04-06-2026,28.04,105,2
HUBB,NYSE:HUBB,DAILY,365d,443.23,439.42,0.87,2904.9,04-04-2025,293.96,531,2
USFD,NYSE:USFD,DAILY,180d,92.16,91.0,1.28,2835.3,05-01-2026,74.14,255,21
WRB,NYSE:WRB,DAILY,180d,70.1,69.23,1.26,2816.4,01-06-2026,62.31,108,7
CCI,NYSE:CCI,DAILY,180d,73.74,72.67,1.47,2743.6,05-08-2026,68.72,43,0
SHV,NYSE:SHV,DAILY,180d,110.18,108.82,1.25,2697.8,30-12-2025,107.53,261,0
ECL,NYSE:ECL,DAILY,180d,271.68,268.1,1.33,2676.9,19-05-2026,241.85,121,1
MTB,NYSE:MTB,DAILY,180d,226.36,224.12,1.0,2645.5,19-03-2026,191.37,182,7
CBRE,NYSE:CBRE,DAILY,180d,139.32,138.09,0.89,2568.2,01-06-2026,121.69,108,1
RF,NYSE:RF,DAILY,180d,28.48,28.04,1.57,2069.9,19-03-2026,24.24,182,0
GIS,NYSE:GIS,DAILY,180d,36.66,35.97,1.9,1980.7,04-06-2026,31.21,105,2
ENB,NYSE:ENB,DAILY,365d,48.75,47.81,1.96,1978.6,07-04-2025,37.07,528,4
AU,NYSE:AU,DAILY,180d,102.36,100.94,1.41,1970.1,31-07-2026,72.94,48,3
CCJ,NYSE:CCJ,DAILY,180d,92.8,92.77,0.04,1967.9,17-07-2026,83.15,62,2
D,NYSE:D,DAILY,180d,64.29,63.36,1.47,1697.9,07-01-2026,55.19,253,4
TKO,NYSE:TKO,DAILY,180d,189.3,185.75,1.91,1373.0,23-07-2026,177.77,56,4
AMCR,NYSE:AMCR,DAILY,180d,42.38,42.19,0.45,1372.1,20-05-2026,35.15,120,1
MKC,NYSE:MKC,DAILY,180d,49.7,49.2,1.02,1369.1,13-05-2026,44.42,127,1
RBA,NYSE:RBA,DAILY,180d,84.08,83.15,1.11,1344.0,17-08-2026,81.71,31,7
PNFP,NYSE:PNFP,DAILY,180d,96.77,95.28,1.56,1124.9,19-03-2026,80.29,182,0
IBN,NYSE:IBN,DAILY,180d,28.18,27.71,1.68,1104.9,30-03-2026,24.87,171,30
PCOR,NYSE:PCOR,DAILY,180d,51.75,50.94,1.6,1075.5,25-06-2026,38.03,84,2
BCE,NYSE:BCE,DAILY,180d,22.28,21.96,1.48,1072.7,06-07-2026,20.59,73,3
WPC,NYSE:WPC,DAILY,365d,66.52,65.74,1.19,1071.2,09-04-2025,50.64,526,0
UNF,NYSE:UNF,DAILY,180d,261.26,257.14,1.6,1012.4,07-01-2026,185.85,253,2
AMH,NYSE:AMH,DAILY,180d,31.28,31.17,0.36,979.7,20-03-2026,26.67,181,1
TKR,NYSE:TKR,DAILY,180d,116.58,115.05,1.33,957.0,31-12-2025,83.31,260,2
