Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
KAJARIACER,NSE:KAJARIACER,52,PURE FIRST BREAK,0,13-10-2025,06-04-2026,23,1215.9,1136.15,7.02,10%,"311,299,588"
NPST,NSE:NPST,52,PURE FIRST BREAK,0,15-09-2025,01-06-2026,15,1834.6,1669.48,9.89,10%,"11,161,106,337"
BLUEJET,NSE:BLUEJET,52,PURE FIRST BREAK,0,15-09-2025,08-06-2026,14,565.05,542.86,4.09,10%,"1,464,143,402"
AGI,NSE:AGI,52,PURE FIRST BREAK,0,22-09-2025,15-06-2026,13,717.3,689.29,4.06,10%,"180,132,677"
INDHOTEL,NSE:INDHOTEL,52,PURE FIRST BREAK,0,15-09-2025,15-06-2026,13,713.4,709.14,0.6,10%,"2,469,148,111"
NAUKRI,NSE:NAUKRI,52,PURE FIRST BREAK,0,22-09-2025,06-07-2026,10,1256.0,1183.76,6.1,10%,"3,146,359,128"
ECLERX,NSE:ECLERX,52,PURE FIRST BREAK,0,02-02-2026,13-07-2026,9,1961.2,1795.84,9.21,10%,"1,113,416,359"
TECHM,NSE:TECHM,52,PURE FIRST BREAK,0,02-02-2026,13-07-2026,9,1558.0,1527.78,1.98,10%,"6,308,667,622"
HYUNDAI,NSE:HYUNDAI,52,PURE FIRST BREAK,0,22-09-2025,27-07-2026,7,2155.0,2151.44,0.17,10%,"4,132,723,235"
PERSISTENT,NSE:PERSISTENT,52,PURE FIRST BREAK,0,22-12-2025,27-07-2026,7,5440.0,5429.4,0.2,10%,"8,899,997,760"
CASTROLIND,NSE:CASTROLIND,52,PURE FIRST BREAK,0,15-09-2025,03-08-2026,6,188.84,184.37,2.43,10%,"649,510,446"
DEVYANI,NSE:DEVYANI,52,PURE FIRST BREAK,0,15-09-2025,03-08-2026,6,136.69,135.21,1.1,10%,"652,999,580"
MANYAVAR,NSE:MANYAVAR,52,PURE FIRST BREAK,0,22-09-2025,03-08-2026,6,554.7,510.67,8.62,10%,"357,453,680"
PNB,NSE:PNB,52,PURE FIRST BREAK,0,19-01-2026,03-08-2026,6,116.8,114.2,2.28,10%,"5,724,842,241"
SAPPHIRE,NSE:SAPPHIRE,52,PURE FIRST BREAK,0,15-09-2025,03-08-2026,6,223.32,219.67,1.66,10%,"143,184,079"
APLAPOLLO,NSE:APLAPOLLO,52,PURE FIRST BREAK,0,09-02-2026,10-08-2026,5,2120.0,2045.48,3.64,10%,"2,882,504,640"
BRIGADE,NSE:BRIGADE,52,PURE FIRST BREAK,0,27-10-2025,10-08-2026,5,626.85,601.05,4.29,10%,"458,731,946"
MATRIMONY,NSE:MATRIMONY,52,PURE FIRST BREAK,0,19-01-2026,10-08-2026,5,533.4,505.11,5.6,10%,"29,044,165"
MOTISONS,NSE:MOTISONS,52,PURE FIRST BREAK,0,15-09-2025,10-08-2026,5,16.62,16.3,1.96,10%,"3,243,564,666"
MCX,NSE:MCX,52,PURE FIRST BREAK,0,18-05-2026,17-08-2026,4,3211.2,3076.15,4.39,10%,"18,270,446,453"
SAMBHV,NSE:SAMBHV,52,PURE FIRST BREAK,0,11-05-2026,17-08-2026,4,128.4,127.46,0.74,10%,"495,655,948"
URBANCO,NSE:URBANCO,52,PURE FIRST BREAK,0,22-09-2025,17-08-2026,4,164.56,153.21,7.41,10%,"4,211,693,285"
ALMONDZ,NSE:ALMONDZ,52,PURE FIRST BREAK,0,15-09-2025,24-08-2026,3,18.01,17.07,5.48,10%,"19,488,945"
OIL,NSE:OIL,52,PURE FIRST BREAK,0,11-05-2026,24-08-2026,3,487.6,481.56,1.25,10%,"2,222,457,423"
VIDHIING,NSE:VIDHIING,52,PURE FIRST BREAK,0,17-11-2025,24-08-2026,3,337.4,334.1,0.99,10%,"21,364,842"
FELIX,NSE:FELIX,52,PURE FIRST BREAK,0,20-04-2026,31-08-2026,2,211.35,206.57,2.32,10%,"35,084,101"
PFOCUS,NSE:PFOCUS,52,PURE FIRST BREAK,0,13-04-2026,31-08-2026,2,320.45,306.25,4.64,10%,"2,084,731,136"
ORCHPHARMA,NSE:ORCHPHARMA,104,PURE FIRST BREAK,0,30-12-2024,08-06-2026,14,957.5,924.06,3.62,10%,"182,605,782"
AURUM,NSE:AURUM,104,PURE FIRST BREAK,0,30-12-2024,15-06-2026,13,219.81,209.57,4.89,10%,"46,521,467"
RANEHOLDIN,NSE:RANEHOLDIN,104,PURE FIRST BREAK,0,16-09-2024,15-06-2026,13,1630.3,1561.79,4.39,10%,"47,361,847"
RITCO,NSE:RITCO,104,PURE FIRST BREAK,0,09-12-2024,20-07-2026,8,294.75,291.21,1.21,10%,"41,534,991"
GUFICBIO,NSE:GUFICBIO,104,PURE FIRST BREAK,0,04-11-2024,03-08-2026,6,419.85,406.65,3.25,10%,"72,795,273"
GLAXO,NSE:GLAXO,104,PURE FIRST BREAK,0,02-06-2025,10-08-2026,5,2856.2,2729.07,4.66,10%,"357,801,880"
GULFPETRO,NSE:GULFPETRO,104,PURE FIRST BREAK,0,16-09-2024,10-08-2026,5,61.1,57.51,6.24,10%,"18,375,886"
TCPLPACK,NSE:TCPLPACK,104,PURE FIRST BREAK,0,24-03-2025,10-08-2026,5,3863.0,3770.19,2.46,10%,"60,652,963"
ACE,NSE:ACE,104,PURE FIRST BREAK,0,30-12-2024,17-08-2026,4,1149.7,1110.19,3.56,10%,"1,360,393,964"
PVRINOX,NSE:PVRINOX,104,PURE FIRST BREAK,0,23-09-2024,17-08-2026,4,1254.6,1186.99,5.7,10%,"1,511,050,247"
AMDIND,NSE:AMDIND,104,PURE FIRST BREAK,0,16-09-2024,31-08-2026,2,63.66,61.3,3.84,10%,"145,740,021"
HINDOILEXP,NSE:HINDOILEXP,104,PURE FIRST BREAK,0,30-09-2024,31-08-2026,2,180.44,179.84,0.33,10%,"327,600,373"
PCJEWELLER,NSE:PCJEWELLER,104,PURE FIRST BREAK,0,07-07-2025,31-08-2026,2,12.64,11.93,5.92,10%,"17,811,532,763"
SIS,NSE:SIS,156,PURE FIRST BREAK,0,22-01-2024,04-05-2026,19,415.9,403.87,2.98,10%,"379,422,653"
ADANIENT,NSE:ADANIENT,156,PURE FIRST BREAK,0,03-06-2024,11-05-2026,18,2920.0,2739.06,6.61,10%,"9,672,175,880"
GOCLCORP,NSE:GOCLCORP,156,PURE FIRST BREAK,0,23-10-2023,01-06-2026,15,428.4,401.06,6.82,10%,"175,431,511"
RANEHOLDIN,NSE:RANEHOLDIN,156,PURE FIRST BREAK,0,09-09-2024,15-06-2026,13,1630.3,1586.11,2.79,10%,"47,361,847"
SANGHVIMOV,NSE:SANGHVIMOV,156,PURE FIRST BREAK,0,13-05-2024,15-06-2026,13,408.25,399.34,2.23,10%,"436,794,024"
NILKAMAL,NSE:NILKAMAL,156,PURE FIRST BREAK,0,23-10-2023,27-07-2026,7,1920.5,1799.84,6.7,10%,"116,522,496"
EMIL,NSE:EMIL,156,PURE FIRST BREAK,0,08-07-2024,03-08-2026,6,180.93,167.87,7.78,10%,"635,797,222"
OMAXE,NSE:OMAXE,156,PURE FIRST BREAK,0,29-07-2024,10-08-2026,5,115.07,109.41,5.17,10%,"259,262,375"
UFLEX,NSE:UFLEX,156,PURE FIRST BREAK,0,19-08-2024,17-08-2026,4,645.45,611.87,5.49,10%,"387,471,388"
RBA,NSE:RBA,208,PURE FIRST BREAK,0,11-09-2023,03-08-2026,6,95.83,92.42,3.68,10%,"747,987,567"
